Age,Sex,Height_cm,Weight_kg,BMI,BodyFat_PC,LeanMass_kg,ActivityLevel_1to5,Calorie_Maintenance
27,M,158,97,38.9,21.5,76.1,4,3152
20,F,174,73,24.1,11.8,64.4,3,2412
31,M,156,45,18.5,35,29.3,3,1976
33,F,169,91,31.9,8,83.7,1,1968
27,M,148,70,32,8,64.4,3,2317
46,M,168,80,28.3,22.9,61.7,4,2803
27,M,149,70,31.5,14,60.2,5,2852
29,F,163,76,28.6,27.4,55.2,2,2025
47,F,165,79,29,19.2,63.8,3,2209
58,M,171,82,28,25.2,61.3,1,1924
18,M,167,72,25.8,11.1,64,4,2895
22,F,157,58,23.5,18.8,47.1,4,2225
37,F,157,72,29.2,18.5,58.7,3,2100
25,M,153,81,34.6,40.8,48,4,2839
60,F,172,58,19.6,18.4,47.3,3,1850
29,F,171,53,18.1,8,48.8,4,2229
18,F,176,89,28.7,30.8,61.6,2,2391
37,M,164,95,35.3,20,76,3,2782
45,M,152,70,30.3,24.2,53.1,3,2216
60,F,166,79,28.7,19.2,63.8,1,1639
54,M,170,75,26,11.8,66.2,2,2127
64,F,158,37,14.8,32.5,25,4,1511
54,F,159,73,28.9,14.2,62.7,2,1777
29,M,174,91,30.1,10.1,81.8,2,2554
54,M,171,52,17.8,25.8,38.6,2,1820
61,M,181,51,15.6,23.2,39.1,1,1609
45,F,187,59,16.9,30.6,41,1,1647
64,F,154,62,26.1,24.2,47,2,1514
32,M,165,80,29.4,21.4,62.9,4,2891
23,M,171,89,30.4,29.3,63,5,3512
61,M,173,89,29.7,8.8,81.2,3,2590
37,F,180,79,24.4,20.5,62.8,3,2431
31,F,177,46,14.7,14.4,39.4,4,2156
19,F,181,46,14,24,34.9,3,2069
26,M,170,81,28,28.5,57.9,4,3014
54,M,163,46,17.3,24.2,34.9,4,2093
37,F,189,78,21.8,27.7,56.4,3,2503
43,M,171,74,25.3,31.9,50.4,3,2478
46,M,167,63,22.6,26,46.6,2,1992
18,M,159,31,12.3,27.9,22.3,3,1889
52,M,171,73,25,37,46,2,2122
23,F,180,77,23.8,43.1,43.8,3,2509
54,M,164,61,22.7,20.7,48.3,4,2363
22,F,168,53,18.8,14.5,45.3,5,2487
50,F,172,74,25,8,68.1,2,1930
31,M,174,48,15.9,37.4,30,2,1949
29,F,167,79,28.3,17.5,65.2,1,1833
59,F,166,85,30.8,25.7,63.2,4,2469
37,M,164,40,14.9,27.3,29.1,4,2147
41,F,158,62,24.8,28.4,44.4,3,1924
60,F,162,69,26.3,20,55.2,3,1924
51,F,162,69,26.3,28.4,49.4,4,2219
42,F,154,56,23.6,26.3,41.3,2,1583
46,F,179,49,15.3,16.6,40.9,2,1674
56,F,173,63,21,35,40.9,1,1524
48,F,171,79,27,27.4,57.3,2,2004
64,F,183,78,23.3,11.7,68.9,3,2236
60,M,177,78,24.9,19,63.2,2,2187
40,M,162,88,33.5,18.8,71.4,4,2928
61,M,181,54,16.5,17.4,44.6,1,1645
55,F,179,64,20,26.9,46.8,3,2050
37,F,158,67,26.8,32.3,45.3,2,1803
40,F,179,26,8.1,13.2,22.6,4,1755
62,M,165,73,26.8,19.1,59,4,2512
33,M,179,69,21.5,31.2,47.5,5,3132
59,M,166,52,18.9,15.3,44.1,1,1521
25,F,164,83,30.9,16.3,69.5,4,2706
38,M,165,82,30.1,8,75.4,1,1999
18,M,160,75,29.3,28.1,53.9,2,2289
25,F,155,44,18.3,23.6,33.6,1,1347
46,M,145,55,26.2,19.3,44.4,3,1908
49,F,159,74,29.3,9.2,67.2,1,1593
55,M,196,61,15.9,19.3,49.3,2,2151
22,F,174,66,21.8,8,60.7,2,2030
64,F,188,53,15,20.6,42.1,5,2325
39,F,166,72,26.1,37.4,45.1,3,2172
64,F,165,92,33.8,23.6,70.3,3,2278
51,F,187,74,21.2,31.9,50.4,4,2574
18,M,173,84,28.1,32.4,56.7,1,2203
43,F,160,83,32.4,17.8,68.2,2,1999
60,F,176,64,20.7,26.9,46.8,3,1982
27,F,182,67,20.2,8,61.6,1,1813
47,F,155,92,38.3,24.2,69.7,1,1791
35,M,174,80,26.4,30.6,55.5,4,2962
34,F,156,84,34.5,26.2,62,2,2040
43,M,181,72,22,19.1,58.2,5,3118
25,F,172,64,21.6,32,43.5,1,1714
64,F,176,65,21,31.1,44.8,4,2189
57,M,167,90,32.3,21.6,70.6,3,2578
29,M,152,69,29.9,33.9,45.6,3,2325
44,M,165,88,32.3,26.1,65,2,2332
25,F,179,91,28.4,9.1,82.7,2,2396
42,M,189,83,23.2,24.6,62.6,3,2799
63,F,172,82,27.7,16.3,68.7,2,1951
21,M,163,95,35.8,26,70.3,1,2242
50,M,175,57,18.6,8,52.4,2,1950
18,F,178,63,19.9,34.8,41.1,2,2050
36,M,171,51,17.4,30.9,35.2,4,2421
48,M,170,47,16.3,34.7,30.7,4,2238
33,F,172,69,23.3,21.9,53.9,1,1726
31,F,170,74,25.6,31.2,50.9,4,2564
22,F,172,77,26,23.7,58.8,3,2439
58,M,188,59,16.7,14.1,50.7,4,2553
43,M,149,63,28.4,15.5,53.2,2,1857
45,M,167,82,29.4,19.2,66.2,1,1972
19,M,160,48,18.7,32,32.6,4,2397
23,M,181,70,21.4,31.7,47.8,4,2969
26,F,168,89,31.5,16.8,74,4,2844
50,M,175,66,21.6,27.7,47.7,2,2074
58,F,184,63,18.6,22.1,49.1,1,1594
42,M,159,88,34.8,14.4,75.3,1,2002
30,F,164,48,17.8,12.5,42,5,2268
26,M,183,57,17,20.2,45.5,2,2184
30,M,158,58,23.2,29.5,40.9,4,2453
48,F,165,80,29.4,17.9,65.6,5,2717
58,M,153,45,19.2,28.3,32.3,2,1541
28,F,183,88,26.3,24.5,66.5,4,2971
21,M,164,69,25.7,8.9,62.9,2,2220
51,M,173,85,28.4,38.1,52.6,2,2311
55,F,176,88,28.4,31.6,60.2,4,2663
63,M,161,58,22.4,10.7,51.8,2,1754
21,F,150,70,31.1,25.2,52.4,2,1885
55,M,167,66,23.7,33.8,43.7,3,2222
36,M,167,69,24.7,25.3,51.6,3,2416
23,M,169,61,21.4,18.7,49.6,2,2139
51,M,169,86,30.1,21,67.9,2,2291
35,M,165,67,24.6,20,53.6,1,1837
30,M,164,64,23.8,20.9,50.6,5,2888
58,M,172,86,29.1,31,59.3,3,2557
40,F,161,82,31.6,25.8,60.9,3,2271
36,M,169,74,25.9,15.1,62.8,2,2229
62,M,164,64,23.8,19.8,51.3,3,2108
28,M,172,91,30.8,18.8,73.9,3,2867
18,F,181,54,16.5,24.3,40.9,2,1952
41,F,181,86,26.3,13.1,74.8,3,2519
24,M,182,79,23.8,9.9,71.1,2,2492
42,M,166,51,18.5,14.6,43.6,4,2315
38,M,167,71,25.5,9.5,64.2,5,2980
32,F,157,50,20.3,9.8,45.1,1,1392
18,M,166,64,23.2,31.8,43.7,3,2468
29,F,166,74,26.9,21,58.5,4,2538
24,M,163,54,20.3,25,40.5,5,2743
32,F,163,34,12.8,22.5,26.4,2,1426
38,F,153,68,29,22.9,52.4,5,2441
36,M,156,73,30,24.4,55.2,4,2639
46,M,170,64,22.1,26.7,46.9,3,2290
42,M,170,69,23.9,25,51.8,2,2127
50,M,174,67,22.1,44.3,37.3,3,2344
49,M,167,54,19.4,13.8,46.5,2,1847
52,M,170,99,34.3,13.5,85.6,2,2471
61,M,182,74,22.3,17.6,61,3,2445
55,F,169,63,22.1,11.4,55.8,3,1937
43,M,163,57,21.5,19.7,45.8,2,1895
28,M,158,64,25.6,14.3,54.8,3,2313
52,F,177,64,20.4,22.7,49.5,5,2517
25,M,152,70,30.3,22.6,54.2,2,2103
63,M,161,87,33.6,11.6,76.9,3,2427
31,M,174,57,18.8,28.1,41,3,2336
27,M,150,72,32,15.6,60.8,2,2100
19,F,163,81,30.5,14.5,69.3,3,2437
63,F,171,59,20.2,25.5,43.9,4,2040
26,M,166,59,21.4,22,46,3,2328
20,M,160,47,18.4,22,36.7,3,2131
38,F,164,95,35.3,14.1,81.6,3,2517
43,M,178,77,24.3,13.1,66.9,3,2592
25,F,188,61,17.3,28.4,43.7,2,2061
19,F,171,60,20.5,21.4,47.2,3,2189
23,F,150,54,24,23.8,41.1,1,1441
45,M,175,72,23.5,23.2,55.3,4,2749
46,M,166,64,23.2,27.4,46.5,1,1743
43,M,159,56,22.2,21.5,43.9,4,2317
42,F,161,58,22.4,20.1,46.3,4,2096
29,M,162,80,30.5,27.7,57.8,1,2007
22,M,155,64,26.6,39.9,38.5,4,2593
51,F,169,51,17.9,12.1,44.8,3,1782
54,M,188,70,19.8,17.6,57.7,1,1932
32,M,159,59,23.3,24.3,44.6,5,2714
61,M,187,79,22.6,8,72.7,3,2571
53,F,172,92,31.1,30.9,63.6,3,2431
32,M,169,40,14,28.4,28.7,4,2244
60,F,166,59,21.4,22.2,45.9,1,1399
40,F,161,72,27.8,25.7,53.5,4,2355
23,F,172,68,23,34.1,44.8,1,1774
63,M,175,88,28.7,24.3,66.6,3,2578
61,M,145,69,32.8,11.9,60.8,1,1555
60,M,195,73,19.2,29.7,51.3,3,2563
62,F,151,76,33.3,29.4,53.6,3,1910
38,F,164,59,21.9,23.7,45,1,1516
40,M,144,77,37.1,42.9,44,1,1770
60,F,167,76,27.3,21.2,59.9,4,2316
33,M,165,71,26.1,8,65.3,2,2174
64,M,164,41,15.2,24.1,31.1,3,1736
32,M,173,58,19.4,23.2,44.6,2,2071
42,M,167,72,25.8,39.8,43.3,2,2143
53,M,175,68,22.2,24.9,51.1,4,2611
28,M,157,81,32.9,20.1,64.7,4,2857
32,M,170,81,28,12,71.3,5,3263
21,F,163,75,28.2,36.5,47.7,4,2592
38,M,166,81,29.4,8,74.5,1,1995
30,F,172,77,26,25.8,57.2,1,1840
39,F,164,62,23.1,8,57,1,1546
36,M,168,69,24.4,19.7,55.4,5,2973
51,F,158,53,21.2,19.2,42.8,3,1707
31,F,180,92,28.4,16.5,76.8,1,2074
21,F,177,51,16.3,19,41.3,3,2092
63,M,170,38,13.1,23.1,29.2,4,1953
44,M,167,101,36.2,18.3,82.5,1,2206
46,M,168,68,24.1,21.1,53.7,2,2069
64,M,180,83,25.6,16.4,69.4,2,2255
45,M,176,80,25.8,20.1,63.9,5,3192
52,F,180,85,26.2,29.8,59.7,2,2136
25,F,166,78,28.3,18.3,63.7,3,2373
33,M,174,78,25.8,34.5,51.1,5,3244
59,F,181,34,10.4,29.8,23.9,4,1751
53,F,160,55,21.5,28.6,39.3,2,1545
47,F,160,30,11.7,22.1,23.4,2,1243
35,F,172,57,19.3,14.4,48.8,4,2258
19,M,157,62,25.2,22.8,47.9,2,2077
30,M,151,68,29.8,36.1,43.5,4,2550
21,M,181,55,16.8,15.4,46.5,4,2727
43,F,183,64,19.1,24.4,48.4,4,2428
42,F,158,62,24.8,14.7,52.9,1,1483
47,M,155,75,31.2,18.8,60.9,3,2307
28,M,163,81,30.5,24.4,61.2,2,2328
24,F,182,73,22,24.9,54.8,5,3014
48,M,165,79,29,22.9,60.9,3,2458
61,M,170,72,24.9,26.9,52.7,3,2297
27,F,173,87,29.1,25.6,64.7,2,2275
56,F,171,97,33.2,19.4,78.2,4,2756
30,M,184,33,9.7,27.8,23.8,2,1835
48,F,162,86,32.8,14.3,73.7,4,2538
24,M,168,50,17.7,19.9,40,4,2475
59,F,172,72,24.3,18.3,58.8,1,1606
59,F,169,73,25.6,25,54.8,3,2061
53,M,157,79,32,8,72.7,3,2342
37,F,155,69,28.7,18.8,56,2,1805
21,M,155,69,28.7,25.7,51.3,2,2143
24,F,177,75,23.9,41.8,43.7,3,2441
18,M,161,64,24.7,22.4,49.7,1,1873
61,F,174,41,13.5,13.3,35.5,4,1779
62,F,170,69,23.9,27.4,50.1,3,1986
59,M,160,58,22.7,16.6,48.4,2,1773
64,F,160,57,22.3,11.1,50.7,2,1497
30,M,171,56,19.2,23.5,42.9,3,2299
39,F,170,40,13.8,32.6,27,4,1908
38,F,174,64,21.1,15.6,54,3,2133
39,M,165,70,25.7,20.3,55.8,5,2928
45,F,161,81,31.2,27.5,58.7,3,2216
26,F,171,61,20.9,30.2,42.6,5,2636
43,M,184,93,27.5,33.4,61.9,5,3553
26,F,151,78,34.2,16.4,65.2,3,2220
32,M,162,53,20.2,21,41.9,3,2150
27,M,175,62,20.2,8,57,1,1900
41,M,172,100,33.8,18.8,81.2,5,3562
59,F,176,81,26.1,13.6,70,4,2508
25,F,165,62,22.8,23.1,47.7,3,2116
41,M,153,83,35.5,29.1,58.9,2,2181
33,F,186,51,14.7,27.5,37,4,2322
43,M,180,61,18.8,12.7,53.2,2,2096
44,F,169,35,12.3,18.8,28.4,3,1589
54,M,161,79,30.5,25.7,58.7,2,2105
21,M,165,52,19.1,23,40,4,2503
41,F,172,68,23,16.4,56.9,4,2396
36,M,167,46,16.5,25,34.5,2,1827
53,M,169,73,25.6,28.1,52.5,1,1831
56,F,186,68,19.7,20.5,54.1,2,1927
27,M,179,47,14.7,14.1,40.4,3,2261
42,M,158,62,24.8,25,46.5,2,1928
35,F,170,71,24.6,15.1,60.3,2,1975
36,M,164,76,28.3,32.6,51.2,4,2777
53,M,172,93,31.4,8,85.6,1,2094
27,M,169,88,30.8,19.4,70.9,3,2799
50,M,199,59,14.9,14.9,50.2,2,2184
22,M,174,59,19.5,27.7,42.7,1,1887
64,M,168,48,17,33.5,31.9,3,1883
52,M,188,54,15.3,16.8,44.9,3,2263
61,M,172,82,27.7,14.5,70.1,2,2193
51,F,154,46,19.4,27.2,33.5,1,1207
50,M,168,67,23.7,8,61.6,2,2028
38,M,176,65,21,24,49.4,3,2425
34,F,174,58,19.2,21.7,45.4,2,1837
39,M,180,50,15.4,20.2,39.9,2,1973
54,M,171,41,14,15.3,34.7,3,1881
32,M,170,50,17.3,8,46,2,1935
52,M,155,68,28.3,29.8,47.7,3,2160
45,M,185,78,22.8,27,56.9,3,2660
24,M,166,94,34.1,21.5,73.8,2,2560
49,F,160,75,29.3,23.8,57.1,3,2083
28,F,196,78,20.3,20.8,61.8,3,2641
27,F,186,94,27.2,29.9,65.9,1,2167
26,F,165,75,27.5,20.4,59.7,1,1788
31,F,151,84,36.8,21.7,65.7,3,2275
30,M,162,64,24.4,23.2,49.2,3,2336
42,M,185,80,23.4,18.9,64.9,4,3020
19,M,171,73,25,21.3,57.5,4,2947
52,M,156,66,27.1,20.9,52.2,4,2380
24,M,177,93,29.7,16.5,77.6,2,2641
38,F,167,51,18.3,14.4,43.7,3,1864
35,F,163,57,21.5,20.4,45.4,1,1503
20,M,164,87,32.3,19.6,70,3,2790
59,M,183,84,25.1,30.5,58.4,2,2328
56,M,175,70,22.9,14.3,60,4,2619
58,F,155,75,31.2,17.5,61.8,3,1965
28,F,173,77,25.7,23.5,58.9,4,2674
56,M,171,75,25.6,25.2,56.1,3,2392
41,F,165,73,26.8,20.9,57.8,3,2162
63,M,166,57,20.7,28.5,40.7,2,1784
36,F,161,88,33.9,21.2,69.4,3,2395
21,F,163,66,24.8,15.1,56.1,1,1695
43,M,172,55,18.6,21.7,43.1,2,1945
55,F,167,72,25.8,28,51.9,2,1825
59,F,175,75,24.5,29.8,52.7,5,2636
49,M,162,75,28.6,29.6,52.8,4,2626
56,F,177,84,26.8,23.5,64.2,4,2596
62,M,183,64,19.1,24.1,48.6,5,2809
63,F,169,69,24.2,26.7,50.6,3,1968
53,M,175,57,18.6,9,51.9,4,2421
57,M,175,73,23.8,16.3,61.1,2,2122
54,F,164,57,21.2,24.4,43.1,2,1600
50,F,175,61,19.9,14.1,52.4,3,2003
53,M,147,84,38.9,31.2,57.8,1,1798
20,F,143,72,35.2,30.5,50,4,2333
26,F,166,91,33,17.7,74.9,1,1987
25,F,176,87,28.1,14.7,74.2,4,2904
50,M,169,73,25.6,25.4,54.4,5,2928
23,M,177,75,23.9,11.8,66.2,3,2706
58,M,157,66,26.8,23.1,50.7,2,1864
56,F,178,85,26.8,44.6,47.1,3,2358
21,F,186,75,21.7,13.9,64.6,1,1975
30,M,163,83,31.2,15.7,69.9,1,2044
19,M,177,60,19.2,17.1,49.8,4,2788
22,F,170,49,17,14.8,41.7,2,1762
61,F,174,77,25.4,15.2,65.3,1,1669
44,F,186,80,23.1,35.8,51.4,1,1897
49,F,173,71,23.7,22.5,55,4,2389
38,M,177,78,24.9,29.3,55.2,3,2636
25,F,157,57,23.1,31.6,39,4,2182
55,F,177,84,26.8,8,77.3,2,2076
25,M,186,87,25.1,15.8,73.2,2,2629
20,M,160,85,33.2,14.7,72.5,3,2720
61,F,166,71,25.8,8,65.3,3,1986
20,M,176,87,28.1,25.4,64.9,1,2250
39,F,174,52,17.2,24.4,39.3,5,2377
23,F,156,78,32.1,32.6,52.6,4,2551
19,M,171,80,27.4,25.8,59.4,1,2134
40,M,166,77,27.9,8,70.8,1,1935
61,F,160,55,21.5,16.4,46,4,1869
19,M,183,73,21.8,17,60.6,5,3389
55,F,170,66,22.8,26.1,48.8,2,1768
34,F,179,40,12.5,8,36.8,2,1633
52,F,158,52,20.8,26.4,38.3,3,1684
51,M,175,87,28.4,28.3,62.4,3,2656
40,F,180,64,19.8,20,51.2,3,2176
47,F,167,85,30.5,15.6,71.7,4,2583
25,F,165,87,32,31.4,59.7,1,1938
39,M,156,78,32.1,10.9,69.5,3,2425
61,F,161,60,23.1,31.2,41.3,3,1767
53,F,165,84,30.9,29.3,59.4,5,2745
22,F,160,73,28.5,26.5,53.7,5,2772
30,M,162,70,26.7,36.5,44.4,4,2703
46,F,171,56,19.2,22.1,43.6,4,2135
48,F,172,62,21,27,45.3,4,2232
64,M,180,56,17.3,21.6,43.9,4,2363
33,M,162,84,32,19.4,67.7,2,2327
59,F,170,93,32.2,26.2,68.6,3,2381
47,F,165,83,30.5,19.6,66.8,5,2783
33,F,165,72,26.4,22.5,55.8,4,2458
29,M,166,65,23.6,22.5,50.3,3,2398
34,M,168,77,27.3,18.8,62.6,2,2275
33,F,172,63,21.3,27.9,45.4,3,2137
29,M,166,69,25,8,63.5,2,2182
25,F,182,57,17.2,16.4,47.6,1,1705
37,F,152,79,34.2,14.2,67.8,2,1916
20,M,180,80,24.7,24.5,60.4,2,2516
33,F,166,83,30.1,20.1,66.3,5,2928
47,M,168,78,27.6,10.6,69.7,4,2760
62,M,169,77,27,25.8,57.2,2,2091
40,F,177,54,17.2,23.8,41.1,4,2217
45,M,161,53,20.4,22.3,41.2,2,1809
57,F,163,74,27.9,28.2,53.1,3,2034
22,M,175,86,28.1,26.2,63.5,4,3189
37,F,153,65,27.8,20.1,51.9,4,2173
57,F,169,70,24.5,25.3,52.3,1,1572
61,F,162,70,26.7,33,46.9,4,2150
18,M,159,42,16.6,20.8,33.3,5,2524
47,F,153,73,31.2,32,49.7,2,1774
38,M,177,61,19.5,37.2,38.3,2,2105
37,M,171,79,27,24.6,59.5,5,3189
23,M,163,69,26,14,59.4,5,3037
39,M,168,67,23.7,19.6,53.9,3,2371
35,M,159,67,26.5,23.3,51.4,1,1792
25,F,164,65,24.2,22.2,50.6,5,2639
56,M,168,49,17.4,23,37.7,1,1518
49,F,170,84,29.1,31.7,57.4,2,2057
50,F,173,60,20,15.2,50.9,1,1524
33,M,151,62,27.2,24.9,46.5,3,2175
29,F,173,71,23.7,29.4,50.1,1,1782
55,F,152,53,22.9,20,42.4,2,1435
51,M,174,62,20.5,13.8,53.4,3,2259
31,F,167,98,35.1,20.4,78,1,2049
53,M,180,75,23.1,13.7,64.7,3,2503
50,M,163,57,21.5,16.3,47.7,2,1847
40,M,177,38,12.1,26.7,27.9,2,1775
62,F,158,85,34,24.1,64.5,5,2596
19,F,171,54,18.5,27.7,39,3,2096
58,F,149,61,27.5,25.9,45.2,5,2071
38,F,178,63,19.9,20.4,50.2,3,2156
19,M,187,56,16,13.9,48.2,5,3113
44,M,163,68,25.6,24.6,51.3,4,2559
26,F,171,61,20.9,17.7,50.2,5,2636
18,M,174,79,26.1,20.9,62.5,3,2778
28,F,154,72,30.4,16.3,60.3,3,2141
20,M,162,91,34.7,29.2,64.4,2,2512
40,M,161,91,35.1,8,83.7,5,3270
43,M,194,55,14.6,26.1,40.6,2,2134
21,M,180,65,20.1,23.2,49.9,5,3182
35,M,167,102,36.6,29.1,72.3,1,2272
23,F,177,52,16.6,12.2,45.6,3,2092
52,F,172,81,27.4,21.6,63.5,1,1756
39,M,175,78,25.5,18.6,63.5,3,2609
60,F,159,57,22.5,20.7,45.2,1,1323
32,M,183,57,17,22.1,44.4,3,2416
39,M,162,97,37,18.2,79.4,3,2778
54,M,162,97,37,21.1,76.5,4,2962
59,M,175,76,24.8,31.9,51.7,2,2150
29,F,173,49,16.4,33.6,32.5,3,1961
64,M,170,88,30.4,23.9,67,1,1953
59,F,178,49,15.5,33.7,32.5,5,2178
55,M,158,80,32,10.4,71.6,3,2352
35,M,188,45,12.7,28.4,32.2,2,2000
62,F,164,70,26,23.7,53.4,3,1943
52,M,169,83,29.1,19,67.2,3,2528
47,M,188,27,7.6,26.9,19.7,4,2095
41,F,162,62,23.6,23.3,47.6,5,2406
59,F,180,72,22.2,17.2,59.6,2,1909
47,F,167,64,22.9,27.6,46.3,1,1545
31,M,161,59,22.8,21.6,46.2,3,2241
23,M,166,67,24.3,16.3,56.1,4,2755
20,F,175,85,27.8,28.5,60.8,3,2608
33,F,180,90,27.8,8.4,82.5,1,2038
24,M,172,80,27,35.1,51.9,3,2728
31,M,154,93,39.2,29.3,65.8,3,2700
26,F,176,61,19.7,8,56.1,2,1951
32,F,168,78,27.6,31.7,53.3,4,2603
38,F,158,54,21.6,22.7,41.8,2,1617
52,F,173,113,37.8,8,104,2,2461
19,M,181,71,21.7,8,65.3,5,3327
44,M,170,82,28.4,26.6,60.2,3,2584
19,M,179,43,13.4,13.3,37.3,1,1750
52,M,174,81,26.8,15,68.8,2,2258
35,F,174,71,23.5,22.8,54.8,4,2521
31,M,166,76,27.6,26,56.2,1,1977
37,F,178,70,22.1,23.7,53.4,5,2786
35,M,179,68,21.2,14.7,58,4,2809
27,M,177,65,20.7,16,54.6,2,2236
42,M,166,68,24.7,13.5,58.8,4,2609
19,F,179,92,28.7,23.8,70.1,3,2763
42,M,173,64,21.4,23.4,49,3,2350
50,F,160,103,40.2,25.2,77.1,2,2226
53,F,166,70,25.4,23.5,53.6,2,1803
48,M,164,90,33.5,22.9,69.4,3,2619
31,F,150,87,38.7,29.1,61.6,3,2311
18,M,180,46,14.2,22.8,35.5,3,2325
63,F,201,49,12.1,29.1,34.8,2,1746
33,M,182,59,17.8,18.9,47.9,2,2155
63,F,171,46,15.7,15.7,38.8,4,1815
20,F,164,63,23.4,31.6,43.1,5,2648
52,M,160,70,27.3,18.2,57.2,4,2492
58,M,171,79,27,21.1,62.3,2,2163
23,M,179,72,22.5,15.4,60.9,1,2074
42,M,163,70,26.3,37.9,43.5,3,2346
30,F,195,85,22.4,9.8,76.7,3,2724
51,F,156,83,34.1,29.9,58.2,3,2152
25,F,172,98,33.1,8,90.2,5,3361
38,F,170,72,24.9,19,58.3,3,2218
51,M,170,33,11.4,27.9,23.8,5,2170
21,F,164,76,28.3,35.4,49.1,1,1822
42,M,170,104,36,20.1,83.1,4,3273
32,F,165,85,31.2,17.7,70,5,2964
21,M,182,88,26.6,23.6,67.2,3,2972
62,M,186,71,20.5,35.2,46,5,2978
29,M,166,83,30.1,23.4,63.6,3,2677
49,M,153,89,38,26.1,65.8,5,3051
49,M,173,64,21.4,16.9,53.2,4,2555
45,F,172,62,21,29.3,43.9,3,2028
30,M,171,76,26,9.5,68.8,1,2020
48,F,175,84,27.4,32,57.1,3,2375
31,F,183,28,8.4,32.6,18.9,2,1523
37,M,178,67,21.1,38.2,41.4,2,2203
35,F,175,40,13.1,32.6,27,1,1389
46,F,177,68,21.7,17.7,56,3,2162
23,F,172,95,32.1,33.7,63,2,2404
49,M,160,60,23.4,31,41.4,5,2584
46,M,184,65,19.2,16.2,54.5,4,2716
60,M,171,79,27,23.7,60.3,2,2150
19,M,160,84,32.8,8,77.3,2,2406
40,F,158,84,33.6,11,74.8,4,2529
36,F,160,70,27.3,28.6,50,2,1868
48,F,157,78,31.6,35.1,50.6,3,2108
22,F,176,77,24.9,28.6,55,2,2198
36,F,168,59,20.9,22.4,45.8,2,1786
51,F,177,43,13.7,13.7,37.1,1,1344
27,M,181,56,17.1,27.2,40.8,3,2419
42,F,179,91,28.4,8,83.7,5,3149
19,F,176,103,33.3,26.1,76.1,1,2248
28,F,172,68,23,14.8,57.9,3,2253
48,M,168,91,32.2,28,65.5,2,2371
32,F,168,65,23,28.4,46.5,2,1896
26,F,175,75,24.5,17.5,61.9,4,2678
40,M,160,60,23.4,29.5,42.3,3,2177
36,F,169,85,29.8,8,78.2,3,2426
26,M,162,60,22.9,20.9,47.5,5,2826
52,M,181,56,17.1,28.3,40.1,3,2226
38,F,177,70,22.3,27,51.1,2,2000
26,F,191,82,22.5,17.6,67.6,2,2368
45,M,162,72,27.4,29.1,51.1,3,2344
63,F,163,62,23.3,29.4,43.8,3,1802
24,F,170,56,19.4,12.6,48.9,2,1844
33,M,162,44,16.8,21.1,34.7,4,2229
33,M,175,63,20.6,23.6,48.2,3,2423
50,F,169,67,23.5,23.4,51.3,5,2498
21,M,165,78,28.7,28.5,55.8,5,3251
21,F,180,52,16,18.7,42.3,4,2378
56,F,151,80,35.1,35.1,51.9,1,1563
57,F,175,61,19.9,18.8,49.5,2,1729
34,F,164,62,23.1,12.9,54,3,2036
54,M,178,88,27.8,20.2,70.2,3,2677
56,F,180,32,9.9,24,24.3,4,1731
46,M,147,51,23.6,12.6,44.6,5,2287
53,F,167,70,25.1,19.5,56.3,4,2273
55,F,170,69,23.9,12.1,60.7,2,1810
56,M,146,44,20.6,27.6,31.8,3,1670
54,F,172,62,21,20.6,49.2,2,1738
52,M,164,84,31.2,8,77.3,4,2777
24,M,157,52,21.1,30.3,36.2,4,2391
44,F,163,86,32.4,12.6,75.1,2,2059
45,F,161,59,22.8,43.3,33.4,3,1875
39,F,164,41,15.2,16.5,34.2,4,1861
31,F,171,82,28,17.4,67.8,1,1887
24,M,179,73,22.8,23.3,56,5,3294
54,F,169,48,16.8,8,44.2,4,1906
39,F,181,61,18.6,25.5,45.4,3,2147
22,F,159,95,37.6,27.6,68.8,4,2885
19,F,171,79,27,29.3,55.9,4,2764
44,F,191,86,23.6,24.2,65.1,3,2592
38,M,154,52,21.9,22.7,40.2,3,2011
55,F,153,88,37.6,9.9,79.3,4,2415
32,M,182,48,14.5,25.9,35.5,4,2522
38,F,172,49,16.6,21.7,38.4,1,1456
27,F,163,82,30.9,18.6,66.8,5,2931
40,F,158,50,20,13.7,43.1,2,1548
56,M,169,92,32.2,25.8,68.2,3,2636
22,F,171,51,17.4,19.4,41.1,4,2255
18,M,171,55,18.8,8,50.6,2,2108
30,M,158,87,34.9,20.2,69.4,2,2354
38,F,166,60,21.8,15.8,50.5,4,2219
43,M,164,81,30.1,29,57.5,2,2234
62,F,176,53,17.1,20.7,42,4,1999
38,F,159,65,25.7,19.9,52.1,2,1777
35,M,170,81,28,24.5,61.2,2,2340
54,F,196,57,14.8,35.4,36.8,2,1875
62,F,158,85,34,25.2,63.5,2,1878
49,M,162,64,24.4,15.7,54,5,2683
53,M,169,71,24.9,9.5,64.2,2,2071
34,M,140,54,27.6,32.6,36.4,3,1937
52,M,155,58,24.1,8,53.4,4,2231
28,M,173,57,19,21.8,44.6,1,1819
38,M,168,60,21.3,40.8,35.5,4,2527
43,F,180,93,28.7,8,85.6,2,2308
21,M,167,86,30.8,13.1,74.8,3,2795
51,M,166,76,27.6,23.6,58.1,3,2398
35,F,162,60,22.9,15.6,50.7,3,1978
57,F,166,57,20.7,21.1,45,4,2003
